easy,predict,truth
3765.874,148,557726
89.049,280137,24945844
34073.142,40,1366333
4448391.743,24,107206241
12.199,355,29
53.422,59343,3170220
5894.762,12379,2
6.291,1484,9337
20970.777,166,3483246
1.038,4128086,3978845
2.661,51,136
184.556,476,87867
188.889,39442,7450162
36.09,258141,9316276
49.318,6068,299266
16.944,6068,102819
1.556,8901432,5719086
144.953,203,29440
1733306.872,21,36572775
35.743,361,10
51.791,168,8706
1930.237,253,488543
1303.291,253,329863
1.101,1672452,1841178
1.014,39694,40257
557326.86,55,30708710
17.274,36155,624543
17.721,233232354,13161436
30.083,12,364
6534.687,1011,6607222
8.262,199,1645
430.729,181,78005
10.792,118072,1274246
5.336,101132,539629
58.657,20,1179
74.454,8280,616488
18.175,156755,2848951
42.752,1114,47630
12.075,183,2211
103.319,8280,855495
1.951,1011325,518232
15.372,439,6750
17.557,230,13
18.403,46774,860804
1.12,4708054,4203340
288.772,37925,10951713
7.91,4451,35208
28.339,9355,265110
87675.849,57,5006291
1.58,10366,6560
186.808,24272,4534215
1.002,206816,206476
2.525,50566,127690
13.772,1355,18662
1.031,7490555,7724082
1.122,4691315,4179892
1.13,3388478,3829124
1.153,271888,235890
1.204,3681574,3057869
1.006,410345,408096
107.839,12642,1363312
1.238,412433,333023
1.601,2039556,1274246
307.596,178029,54761001
19.364,178499,3456513
727.663,18992,26
2202.8,1011,2227251
31.223,107935656,3456884
23.187,211,9
158.411,490,77637
1.538,301,463
3.846,223,858
1.067,1164007,1242313
27.648,41401,1144644
6.197,44,7
18.222,10113,184278
1.057,2145700,2268933
5.53,116,642
1.091,1997288,2178416
8251.84,781,6445512
8.161,466,57
1.178,281841,332089
1.031,2345527,2418004
17.223,610717196,35460246
26208.363,1011,26499276
75204.306,77,5798252
1.475,206,304
11.658,23737,276718
11.292,99615,1124866
1.708,1772381,1037919
29.292,16436,561
17.171,621626744,36201584
1.266,3085556,2436330
2.603,1382056,531013
1.07,174812,163320
1.367,2547293,1863785
29.344,179,6
1.042,2669119,2782086
4.014,267043,66532
4.579,809060,176702
405.667,5057,2051497
1.914,205,107
14.959,181,12
8.078,194,1568
4.799,8308003,1731228
44.998,253,11389
47.149,506,23862
3.165,1259166,397835
81.554,213642,17423318
23.525,13800,324646
3.691,11869,43813
385.238,809,2
536821.212,89,47830770
1.014,1139407,1155215
19.383,8,157
19.541,57140,1116597
21.312,63461,1352469
18.833,65,1226
189829.529,157,29822219
165.311,4140,684405
205.01,50,10271
2.135,139,297
12480.476,26209,2
12.027,253,3044
1.013,377802,373044
7.825,5934,46435
16384.211,3034,49711334
21.339,405900408,19021414
1.665,2670430,1603795
22.132,23260,514791
70.022,89014,6232920
104.435,1026,107161
118.488,1484,175848
56.975,387590,22083089
1.021,372420,380133
44.422,243,10799
1.004,99930,100366
23174.361,2023,46884049
19.04,4804,91469
21.857,386763395,17694805
430.749,1011,435530
87.644,247775,21715967
5794.325,331,1918501
286134.02,30,8612634
23.613,451,19
1.037,667607,692049
1293.384,192,248459
189.72,207700,39404866
28.786,67631946,2349446
75.282,106189,7994130
627.956,20701,12999388
1.468,2112612,1439481
2340.0,28314,12
1.526,8901432,5832876
70.0,77,1
6.429,528152,3395667
37.359,101,3777
1.053,4047560,3844192
1278.848,440,562821
143253.674,41,5887726
22.205,75091,1667433
10.083,12,122
206.141,192864,39757130
1426.52,5057,7214056
1.123,5052777,4497668
73.344,186589,13685112
33.421,184918643,5533013
3.181,478,1521
19.838,430764028,21714125
6.549,250,1638
1.009,218193,216282
3.575,182,651
2.531,228,90
38.824,96076,3730099
1.554,39,25
934.567,29671,27729620
13.854,45004,623489
11.02,101132,1114452
58.117,82802,4812238
22.061,289,13
1.139,366844,417714
3466.522,1001,3470335
1.023,2616189,2675696
1.128,1043391,1177094
15.118,3540,53521
1.485,10,15
1.122,1080440,1212740
1.064,562274,598457
179.57,519250,93241859
10.139,415400,4211821
32.939,123665702,3754333
138.319,27559,3811955
76.645,167121,12808953
2.061,111,229
15.216,489008689,32136874
1.579,27,17
78.475,506,39716
15.711,520577513,33133539
4628.818,74179,343361558
21.98,222,10
113.551,52,5916
16.842,38683,651483
17.202,30593,526261
313.254,41401,12969072
18.953,467262083,24653540
13.492,168862399,12515682
5.063,64152489,12670688
3.411,60,205
1846.14,12642,23339081
97054.77,89,8647580
528.765,4283,8
7.387,82,11
12.558,22502,282572
225439.401,197,44434106
16.086,215,3460
168.429,186930,31484456
1.679,111,66
21.801,41401,902594
6.715,887,132
228.709,24266,106
17.326,79136,1371147
20.437,7838,160187
5373679.439,32,172495110
23.734,1264,30002
5.289,64,12
13.184,34385,453324
7.361,397,2923
1.446,7838,5420
1.956,8901432,4550315
604.496,74179,44840944
1.191,3813673,3202711
58.639,129197,7575953
1.29,4,3
1.004,490777,488604
1.111,183683,165339
1.049,1231365,1173997
4.535,1230987,271432
7.922,138,1094
1.077,1576590,1698192
61.296,442202,27105170
47.09,3301,70
19.835,39694,787334
15.147,5562,84247
188.384,39442,7430265
4.683,155,33
1.999,189,378
683.684,185,126550
2.549,6527717,2560674
58.871,27601,1624896
1.887,179,338
1.117,5050968,4520814
33.138,139830679,4219618
2.485,122,49
83.213,225778,18787727
1.104,11883,13124
204.065,2023,412844
1.135,4492262,3956225
44.976,125404,5640221
17.589,567622671,32271268
1.017,6068,5966
1.041,1770,1843
1.281,6321,8100
1.011,1009994,1021243
31.728,104999865,3309409
24.998,6574,164339
19.07,54106,1031814
26.529,99,2629
33.536,251,8421
1.136,1824825,2072116
1.005,496778,494287
1.025,164676,160693
68.28,186842,12757625
7.232,196,27
18.607,502274119,26993945
90.803,2781,252531
2253.036,29671,66850062
1.139,4126729,3623234
5.756,6527717,1134038
12.021,2528,30390
2.388,1414148,592159
95.559,176,16828
22.202,56129,1246184
1.468,439,299
22.784,16940,385966
10356.189,1380,14292576
1.088,17445,18987
1.03,3920890,3808083
30.092,11468,381
390.411,29671,11583912
1.068,1164007,1243416
336.761,552,185926
82.504,174,14364
81.58,14836,1210335
940.126,253,237946
27.346,223,6101
3.001,445072,148309
19.979,13800,275706
5532.533,253,1400284
366228.043,215,78775652
643.704,5214,8
18.012,533842943,29637872
2130.211,506,1078100
1619.517,118,191265
7.526,3287,24739
1.051,332473,349534
68.849,101132,6962834
16.341,67,4
2.366,1011325,427379
34.292,29076,997071
1.797,129,232
52.293,374949,19607264
1.101,1666451,1833937
83.127,78883,6557325
58.329,231341,13493841
15.135,1780286,26943792
4288.249,93,399236
283.039,3312,937454
3004.978,2023,6079370
317.142,34283,108
1.01,415907,420020
25.582,19905,778
336231.163,251,84427645
50.256,28902,575
3.021,100,33
48.645,74179,3608443
15.681,518402852,33060034
452.076,50,22649
66.894,65483,4380396
566.574,215,121870
44918.433,125,5619296
1.046,5919452,6192968
33.685,68012,2290991
1.137,2670430,2347737
687.008,26175,38
1.952,1516987,777102
1.035,2886720,2987554
12.774,103,1317
18.794,58910,1107181
1.763,1742376,988188
16.936,30845,522392
352.272,519250,182917314
24440.909,26885,1
203.628,75849,15444979
33.443,204,6
1.027,253,260
1072.182,3034,3253107
8.431,11869,100065
23.531,4045,95187
1.843,96,52
15.101,82802,1250421
3077.869,18775,6
14.839,46,3
1395027.271,134,187073157
1.068,141080,150659
1.395,2445798,1753629
234.155,8453,36
13.136,63966,840227
8.67,365,42
1.071,2967,3178
23.24,372990544,16049201
5.402,26,141
6710.826,5934,39822712
1348925.502,228,307689907
11.145,148855521,13356310
52.93,99615,5272649
31.528,6270272,198881
23.192,758,17582
170947.049,47,8051606
1139.381,1011,1152028
230.151,62102,14292882
31.935,99,3
1873.946,59343,111205754
21.612,64219,1387929
1.321,72695,55034
21.056,25789,543015
32.678,56106245,1716941
647.888,35606,23068759
599.771,253,151802
1898.795,12642,24004753
5.435,36425566,6701868
25.572,427,10922
1447.854,1305,1889594
1.098,5708785,6265668
35.613,174959,6230891
1.07,30087,28113
4.493,60,270
25227.568,506,12767672
45.561,97,4424
4819.874,253,1219910
5.652,174,984
1.146,4419427,3856251
13.392,174299050,13015284
1.18,11869,14001
16.277,105178,1711991
52.38,25283,1324331
60795.855,989,60133180
13.144,201808507,15354179
1.912,104,199
156.015,160,24978
1.277,91981,117453
9972.051,2023,20174456
12.516,14159,177216
409951.418,14,5780315
44.194,137,3
1.139,4326234,3796708
12.407,38936,483094
13.523,51,691
206.374,25283,5217772
71.536,33343,466
43.667,13800,602605
1.006,4326096,4302093
134.673,32,4323
95.391,2208,210632
1.893,127,67
1.049,2019482,2118705
1.556,8901432,5719086
3963.37,218,864411
50.0,105,2
395.216,3034,1199126
21.868,66495,1454126
37.736,8343,314832
13303.032,53,706391
15.941,75849,1209122
1.121,4743341,4231294
1.038,33879,35178
1.127,8,7
2.794,53600,149785
19.861,18962,376597
1.042,825268,860215
1.086,213137,231442
218377.33,110,24043344
32763.149,1517,49704974
1.071,109476,117253
1752629.695,13,22959449
59.488,164,9762
1.072,1905479,2043011
381568.407,106,40484408
2.046,80,39
1.623,17802864,10965812
3.813,148357,38911
2.646,159,60
12074.286,25356,2
29.005,2967,86061
4.32,236,1020
14.27,438194119,30706363
1.256,3226014,2569183
309.487,14836,4591573
1.064,1151793,1225461
43337.674,1477,64014079
1.012,4045,4092
1.309,25,19
1.04,586532,610155
1.562,336,215
1.513,1407847,930708
21.87,386763395,17684509
29.822,2275,67847
86577.037,172,14899908
4.54,732,3324
1.081,1309,1211
1.275,2489519,1952240
12.03,269404209,22394877
1.915,1639055,855698
1.986,14,28
37.729,20479,772649
54.912,366605,20131014
65511.465,1011,66238642
832.136,41401,34451340
21.001,30087,631872
21.507,29076,625327
68.461,101132,6923584
160.058,21944,137
77.631,276,21434
4.762,10,2
35.455,39,1
9.982,168,1678
6.596,44751,295188
1.099,4514510,4961386
192.132,474743,91213337
20.088,423043983,21059461
36.308,169397,6150504
399.792,6624,2648259
5838.293,23937,4
167.604,10113,1694998
35.434,116126878,3277303
88.064,506,44569
80.909,89,1
14.09,195,2749
1.001,424251,424718
1.007,290503,292486
1.676,942,562
1.018,692828,705350
23.027,101,2328
6023.866,12642,76154311
1.433,46,32
5.222,105072353,20122661
60.98,5,311
17.255,88,5
1.003,78125,77903
13.066,226599639,17342463
5.612,62955,353273
156916.438,227,35635723
20253.036,74,1500750
23.409,371142083,15854455
12.14,127,1543
1.005,4048668,4030272
30.972,168133,5207369
6846.857,516,3533663
1216.197,8635,7
1.042,1284796,1339350
1.201,124,149
81.481,233363,19014639
1.035,4649515,4813360
351842.251,39,13757032
14.967,7332,109739
8.852,6,54
4.049,50566,204744
62882.425,715,44967222
7019.768,69,485066
21.589,145125,3133124
1.318,176545,232770
1.229,3500165,2847105
1253.887,30,37742
162030.071,126,20431992
1.448,2138181,1476877
4.726,155,733
1.009,988823,998211
23.741,2023,48030
29.677,519250,15409739
33.21,116235611,3500068
1613.01,72,116298
3748.066,506,1896896
13.316,69842851,5244938
109.891,193,21220
1.222,272977,333654
1.083,4993703,5408229
1.284,8901432,6930334
1.126,5052777,4489202
71.818,79,1
441.822,519250,229416095
21.271,51325,1091743
1.198,271888,226927
1.048,11571862,12124492
1.072,1426150,1528873
1.069,138046,147537
5.105,29176697,5715732
1.175,3968844,3376564
21927.433,1011,22170828
4.91,192,39
75928.058,72,5474413
1.003,3644930,3633704
1.236,152,188
21595.599,206,4450853
8.014,64725,518681
121347.137,236,28650059
3942.878,249,982171
107.177,25283,2709766
18.975,190129,3607668
12.809,220474345,17212106
1.0,80100,80119
1.165,1112011,1295770
168.86,41401,6990980
21.791,28317,617052
1.047,190888,182393
31.319,27811,871006
21.609,173189,3742364
56080.696,1011,56703192
785.657,19720,25
22.807,17,390
1.006,146642,147460
5.491,40919864,7451973
2.013,1561825,775857
1.011,3644930,3685986
1.531,8901432,5813114
20.676,16434,339788
1.006,104503,105136
19.489,195691,3813789
60228.471,268,16147253
32.807,206592761,6297243
189.134,12642,2391045
4.882,140,684
1.006,227042,228371
330.579,12,4000
6.359,474743,3018878
122.946,122370,15044966
753679.338,83,62630753
370.786,11869,4400900
6174.606,245,1513396
1.103,3989325,4398925
3.898,1394558,5436310
4.509,758,168
1.004,249039,250045
3.685,26704296,7246866
1.01,449534,445194
1133.745,28457,25
53.85,207700,11184587
1.162,4731578,4070600
4.922,44245,217784
48.287,51578,2490576
1.072,99110,106247
183.953,13800,2538573
22.969,15170,348443
2.917,100,292
1.021,73827,75372
206.856,734,151853
2.335,5934,13858
65.216,183303,11954258
280851.268,227,63781323
6.178,118,19
1.002,367364,366618
3.654,110,30
160.129,170,27238
3068.206,558,1712366
197.708,50566,9997311
1.033,3524594,3411549
1.141,202,177
3.842,167,642
1.022,569573,582086
401816.087,16,6469239
18.717,124899,2337752
2.194,2967,6509
4.012,3263858,813481
421.618,28064,11832331
32172.425,395,12711325
38.902,50,1949
15.164,25030,379560
39.466,11094,281
52.908,746,14
2441.644,511,1247924
40.643,31,1264
4.344,151699,659052
31.946,286040363,8953949
1.005,122876,123541
1690.636,74179,125409845
16.512,572986834,34700582
2.822,110366,39113
1.824,57859,105520
17.731,4140,73407
374.806,563757,211299809
6.726,189,28
32.457,132400589,4079251
188584.313,133,25100572
75.853,1264,95886
49.102,2208,108422
33.441,13800,461486
181.398,13800,2503305
58.111,38573,2241529
1.287,2923790,2272559
477.998,828,395830
384.113,253,97219
15.308,415400,6358752
1.054,2051602,2161961
17.313,48796,844804
49.683,20226,407
1.01,185248,183393
1.285,2528,1967
33.137,188470589,5687561
114.746,1316,151017
1.291,2913411,2256092
15685.455,100,1570114
320.56,3312,1061727
1.02,2669119,2723473
320.27,178029,57017325
31.23,48494932,1552821
53365.481,213,11372184
1.105,35649,39380
18.13,615,11152
87.548,48038,4205636
20.014,29581,592042
23.935,10113,242053
1.062,2156557,2289365
1.079,9393,8705
19.745,218699,4318247
1.011,101891,100754
3.296,300,989
82.947,156,12948
8.391,49,412
1.377,1528184,1109647
53.727,7742,144
1.011,2609855,2639405
10.802,542,5856
54.516,169,3
1.143,4434356,3879219
2.281,131,299
2.114,2967,6272
11865.601,1517,18001304
35.229,83434,2939288
1.07,7299174,7811074
10.555,182,1922
4.407,156,688
573700.471,361,207163240
2.278,2967144,1302302
15.349,14159,217334
56.749,199737,11334971
32.072,243308281,7586222
524.903,2023,1061931
1.018,3612810,3547931
137.02,969,132786
75.986,153216,11642208
23.901,368532490,15418921
1.063,3207483,3410794
149.47,13800,2062695
32.57,228121901,7004116
20.06,121653,2440369
11790.0,12969,1
774.93,14836,11496936
18.203,526992762,28950284
22.639,6068,137377
776.386,945,733762
119305.664,219,26139871
2.057,1595482,775555
42.312,12642,534918
20.926,33121,693078
585.418,2023,1184360
25981.897,216,5614688
87.0,1011,87966
1.013,468078,462058
2.117,178,84
4.255,972,4136
119.973,8890,74
18833.405,1011,19042456
293.528,370893,108867437
1389203.761,123,171010983
17.079,29581,505211
381123.693,24,9185081
38.489,1206,46421
1.648,1913274,1160899
1.703,1833174,1076484
69.171,21996,1521487
31.659,467515793,14767418
68.461,50566,3461792
32.577,225,7333
13.667,253,3459
1.039,10209943,10610762
3.897,188,733
12.72,142423,1811615
41.317,16940,699908
1401.722,5057,7088649
49.618,12642,627282
16.447,79136,1301542
10.679,234,2500
1284.178,14836,19052191
1.083,10619,11502
33.605,97,3263
1.268,3074337,2424534
85978.419,153,13163296
1.414,152,215
185.174,20,3722
42.892,124203,5327322
11.98,25283,302904
80.583,26520,329
52.203,196956,10281684
31.146,114314661,3670294
2.619,890143,2331201
2.209,253,559
2.425,5340859,12952921
19.075,461861676,24213548
1.09,101638,110779
1.01,135770,134369
1.344,28188,37876
1.122,4680458,4171061
618540.945,20,12432673
64.294,131,8429
4.039,2967,11985
1.0,534871,534640
28.795,17107330,594112
17.272,9355,161578
36.097,3866,107
1.044,13230495,13809504
266.088,519250,138166212
14.108,428009458,30338713
22.695,50,1137
19.795,219710,4349126
1.601,2039556,1274246
44.009,151699,6676151
59.267,74179,4396339
1.125,4649243,4131906
11.041,4298,47455
190.814,151,28832
5069.595,163,826851
14.655,758,11110
1.08,10697,9903
9.143,3033974,331825
24690.909,27160,1
11.095,223,20
3.952,215,850
936.425,17803,16671276
6.087,201,1224
50.027,2967,148435
1.258,3235967,2572807
1.651,17803,29395
45613.341,1426,65049186
1.114,254,228
192.727,212,1
77.805,319,4
1.305,2442922,1872237
612.628,20278,33
43.64,21868,501
30.356,250,7592
1.813,31,17
16.958,25789,437320
52.941,39,2070
723.2,1193,862850
49.844,14836,739489
33.156,110436516,3330777
1.409,505662,712642
124628.104,682,85008830
8.033,49,6
355579.036,87,30970934
1.025,3815030,3722905
1.019,3843531,3770050
40.039,289492,11590944
22.465,1193,26803
107.508,506,54410
75.144,5562,417958
1.09,7585,8268
12.82,4140,53078
16361.631,1011,16543245
13.418,157227964,11717415
1.107,3287,3640
15.128,253,3829
1.082,59668,64542
10.275,98,1008
45.29,43,1952
68.461,101132,6923584
58723.815,40,2354825
14.852,25283,375492
8.177,148,18
1.167,11630,9965
1.406,2321603,1650987
24.64,4551,112138
17.639,127174,2243164
30.31,29647873,978161
1.003,507133,508759
3242.613,2528,8197650
1.015,85963,84684
1.001,11125,11141
21.635,29834,645461
736102.236,16,11851246
14.636,19974,292333
33.121,156938010,4738306
16.239,72057,1170137
19.957,27559,550008
1.054,1133244,1194217
1.01,392394,396359
19.515,7838,152961
1.313,2407636,1834134
26.695,344176291,12892815
10807.442,2023,21864536
33.115,112466199,3396194
76.69,399979,30674258
1.053,8849,8406
1.006,3215157,3197475
101.905,214,2
1.122,4683625,4174646
11.18,1264,14133
82.242,115,9466
1.04,5861593,6095837
162.326,281879,45756175
1.003,231088,231739
144485.764,189,27322258
2.428,178029,432212
2.383,399,951
1.302,2819164,2165934
49395.336,1517,74937664
186.924,18898,101
5.27,1297,246
1.082,1645806,1780712
71.492,41401,2959863
2528.379,98,248034
1.71,26704,45664
1.039,6177594,6419722
97.336,10522,108
1.284,8901432,6930334
927.296,1011,937589
20.903,24841,519264
10.183,93,948
3.216,68,219
1.581,251,397
18.563,66495,1234330
75.046,41401,3106967
1.043,843010,879178
11.768,284554345,24179598
1.011,153974,155637
1.091,37925,41360
18.145,529239911,29167158
1.042,4064299,3900441
21.203,51325,1088237
7.499,289,2168
6.143,233,1432
1.002,667222,665943
1.091,26704,29145
65048.486,506,32921039
1.049,2136652,2240815
94.437,12642,1193887
1.072,38573,41366
32.162,492,15827
1584.406,1385,2194561
18.807,474365974,25222753
563.046,35606,20047879
1866.275,74,138291
6.715,97,652
1.003,5386850,5401631
1.037,267495,258048
4.447,578593,130101
27.921,282,10
13.971,253,3536
9.887,2107,213
17.224,40706,701118
7.864,4140,32556
30.024,506,15195
231.031,178029,41130163
19.027,124899,2376464
32.567,1656,53934
1238.887,74179,91899495
17.528,76355,1338354
54.884,1770,97150
5.564,252831,1406679
420.108,2760,1159540
1.137,680,598
1.164,896077,769577
63.791,533727,34046820
7.845,142,18
8.243,112,924
1.081,7418,6859
22.371,9355,209279
2.328,173,403
1.601,2039556,1274246
41.549,202,8397
6.385,942353,147583
12.399,27,336
4581.253,134,614346
5091.706,5057,25749264
64.035,50566,3238014
1.016,513014,521182
1.114,1075483,1198535
1.016,2545163,2505750
13.52,169623530,12545657
1.318,2401754,1822755
1.036,3470307,3349949
1.357,112751,152961
39.131,282412,11051108
208.332,31479,151
7.655,3560573,465142
58.949,95317,5618891
1.025,244,238
3.303,73,22
11.713,47785,559695
5.677,983,5581
1.069,1616095,1727842
332.882,15170,5049856
24.619,363349549,14758756
35.045,164340,5759287
197.713,5057,999854
1.263,2373715,1879773
21.765,111,5
4222.787,25759,6
2.888,253,731
1.331,2383659,1791112
